PID,CT,A,W,EWW,MT,MissedClicks
0,BubbleCursor,400,100,1,5,2,587844,0
0,BubbleCursor,200,100,1,5,1,299271,0
0,BubbleCursor,200,50,1,1,034493,0
0,BubbleCursor,400,50,1,5,1,034289,0
0,BubbleCursor,400,100,1,2,521415,4
